Cod_Div,Latitud,Longitud,Región,Departamento,Fecha,Hora,Temperatura,Velocidad del Viento,Dirección del Viento,Presión,Punto de Rocío,Cobertura total nubosa,Precipitación (mm/h),Probabilidad de Tormenta,Humedad,Pronóstico 
05172000,7.666301,-76.681215,,ANTIOQUIA,2022-08-06,17:00,25.3,2.9,211.8,1008.2,22.7,100.0,0.5,0.0,85.6,Nublado - Llovizna
05172000,7.666301,-76.681215,,ANTIOQUIA,2022-08-06,18:00,23.8,2.9,201.8,1009.2,22.2,100.0,0.4,0.0,91.0,Nublado - Llovizna
05172000,7.666301,-76.681215,,ANTIOQUIA,2022-08-06,19:00,22.9,2.5,201.8,1010.2,21.9,100.0,0.0,0.0,94.2,Nublado
05172000,7.666301,-76.681215,,ANTIOQUIA,2022-08-06,20:00,22.7,1.9,191.8,1010.8,21.8,100.0,0.0,0.0,94.8,Nublado
05172000,7.666301,-76.681215,,ANTIOQUIA,2022-08-06,21:00,22.6,1.7,191.8,1011.5,21.8,100.0,0.0,0.0,95.4,Nublado
05172000,7.666301,-76.681215,,ANTIOQUIA,2022-08-06,22:00,21.6,1.5,190.3,1012.6,21.3,100.0,0.0,0.0,98.0,Nublado
05172000,7.666301,-76.681215,,ANTIOQUIA,2022-08-06,23:00,21.4,1.4,190.3,1012.5,21.1,100.0,0.0,0.0,98.2,Nublado
05172000,7.666301,-76.681215,,ANTIOQUIA,2022-08-07,00:00,21.2,1.3,181.8,1012.3,21.0,100.0,0.0,0.0,98.8,Nublado
05172000,7.666301,-76.681215,,ANTIOQUIA,2022-08-07,01:00,21.1,1.3,181.8,1011.6,21.0,100.0,0.0,0.0,99.1,Nublado
05172000,7.666301,-76.681215,,ANTIOQUIA,2022-08-07,02:00,21.1,1.3,180.0,1011.1,21.0,100.0,0.0,0.0,98.9,Nublado
Cod_Div,Latitud,Longitud,Región,Departamento,Fecha,Hora,Temperatura,Velocidad del Viento,Dirección del Viento,Presión,Punto de Rocío,Cobertura total nubosa,Precipitación (mm/h),Probabilidad de Tormenta,Humedad,Pronóstico 
05837000,8.089113,-76.72916,,ANTIOQUIA,2022-08-03,17:00,26.2,1.8,229.3,1007.6,23.3,70.0,1.1,40.0,84.3,Parcialmente Nublado - Tormenta Ligera
05837000,8.089113,-76.72916,,ANTIOQUIA,2022-08-03,18:00,25.7,1.8,228.5,1008.6,23.3,70.0,0.8,60.0,86.6,Parcialmente Nublado - Tormenta Ligera
05837000,8.089113,-76.72916,,ANTIOQUIA,2022-08-03,19:00,25.4,1.7,216.5,1009.7,23.2,70.0,1.0,20.0,87.7,Parcialmente Nublado - Lluvia Fuerte
05837000,8.089113,-76.72916,,ANTIOQUIA,2022-08-03,20:00,25.3,1.5,198.5,1010.4,23.2,70.0,1.0,0.0,88.3,Parcialmente Nublado - Lluvia Fuerte
05837000,8.089113,-76.72916,,ANTIOQUIA,2022-08-03,21:00,25.1,1.2,183.3,1011.1,23.2,80.0,0.7,0.0,89.3,Nublado - Lluvia
05837000,8.089113,-76.72916,,ANTIOQUIA,2022-08-03,22:00,25.0,1.1,181.2,1011.6,23.3,80.0,0.5,0.0,90.3,Nublado - Lluvia
05837000,8.089113,-76.72916,,ANTIOQUIA,2022-08-03,23:00,24.9,1.3,205.2,1011.8,23.6,80.0,1.2,0.0,92.6,Nublado - Lluvia
05837000,8.089113,-76.72916,,ANTIOQUIA,2022-08-04,00:00,24.7,1.8,198.5,1011.2,23.6,80.0,1.6,0.0,93.7,Nublado - Lluvia
05837000,8.089113,-76.72916,,ANTIOQUIA,2022-08-04,01:00,24.5,2.0,194.9,1010.4,23.5,80.0,2.1,0.0,94.4,Nublado - Lluvia
05837000,8.089113,-76.72916,,ANTIOQUIA,2022-08-04,02:00,24.3,2.3,181.3,1009.7,23.0,90.0,1.4,0.0,92.4,Nublado - Lluvia
05837000,8.089113,-76.72916,,ANTIOQUIA,2022-08-04,03:00,24.3,2.5,171.3,1009.5,23.0,90.0,0.7,0.0,92.4,Nublado - Lluvia
05837000,8.089113,-76.72916,,ANTIOQUIA,2022-08-04,04:00,24.2,3.0,171.3,1009.8,23.2,90.0,0.0,0.0,94.3,Nublado
05837000,8.089113,-76.72916,,ANTIOQUIA,2022-08-04,05:00,24.1,3.1,171.3,1010.1,23.1,88.7,0.0,0.0,93.8,Nublado
05837000,8.089113,-76.72916,,ANTIOQUIA,2022-08-04,06:00,24.1,2.9,180.0,1010.5,23.0,88.7,0.0,0.0,93.7,Nublado
05837000,8.089113,-76.72916,,ANTIOQUIA,2022-08-04,07:00,24.5,2.9,186.8,1010.8,23.3,80.0,0.0,0.0,93.4,Nublado
05837000,8.089113,-76.72916,,ANTIOQUIA,2022-08-04,08:00,24.8,2.9,190.0,1011.5,23.4,83.6,0.0,0.0,91.7,Nublado
05837000,8.089113,-76.72916,,ANTIOQUIA,2022-08-04,09:00,25.1,2.9,191.3,1011.8,23.3,90.0,0.0,0.0,89.6,Nublado
05837000,8.089113,-76.72916,,ANTIOQUIA,2022-08-04,10:00,25.9,2.6,200.8,1011.5,23.5,90.0,0.0,0.0,86.7,Nublado
05837000,8.089113,-76.72916,,ANTIOQUIA,2022-08-04,11:00,27.3,2.4,207.6,1011.1,23.0,90.0,0.0,0.0,77.5,Nublado
05837000,8.089113,-76.72916,,ANTIOQUIA,2022-08-04,12:00,28.1,2.2,210.5,1010.2,22.8,90.0,0.0,0.0,73.0,Nublado
05837000,8.089113,-76.72916,,ANTIOQUIA,2022-08-04,13:00,28.6,1.9,210.0,1009.0,23.0,90.0,0.0,0.0,71.5,Nublado
05837000,8.089113,-76.72916,,ANTIOQUIA,2022-08-04,14:00,28.7,1.5,224.4,1007.8,23.4,90.0,0.4,0.0,73.3,Nublado - Llovizna
05837000,8.089113,-76.72916,,ANTIOQUIA,2022-08-04,15:00,28.0,1.5,218.5,1007.0,23.2,90.0,0.5,0.0,75.1,Nublado - Llovizna
05837000,8.089113,-76.72916,,ANTIOQUIA,2022-08-04,16:00,27.8,1.4,253.6,1006.8,24.0,90.0,1.3,30.0,79.9,Nublado - Tormenta Ligera
05837000,8.089113,-76.72916,,ANTIOQUIA,2022-08-04,17:00,27.1,1.5,283.6,1007.3,24.3,90.0,1.9,0.0,84.5,Nublado - Lluvia
05837000,8.089113,-76.72916,,ANTIOQUIA,2022-08-04,18:00,26.5,1.5,282.4,1008.3,23.6,90.0,3.4,0.0,84.3,Nublado - Lluvia
05837000,8.089113,-76.72916,,ANTIOQUIA,2022-08-04,19:00,25.8,1.1,276.8,1009.3,23.1,86.4,3.0,0.0,85.0,Nublado - Lluvia
05837000,8.089113,-76.72916,,ANTIOQUIA,2022-08-04,20:00,25.0,1.0,251.2,1010.1,22.4,40.8,1.8,0.0,85.3,Parcialmente Nublado - Lluvia Fuerte
05837000,8.089113,-76.72916,,ANTIOQUIA,2022-08-04,21:00,24.6,0.9,211.7,1010.8,22.3,70.0,1.5,0.0,87.1,Parcialmente Nublado - Lluvia Fuerte
05837000,8.089113,-76.72916,,ANTIOQUIA,2022-08-04,22:00,24.3,1.2,194.4,1011.2,22.4,80.0,1.6,0.0,89.2,Nublado - Lluvia
05837000,8.089113,-76.72916,,ANTIOQUIA,2022-08-04,23:00,24.2,2.2,171.3,1011.3,22.6,85.6,1.6,0.0,90.9,Nublado - Lluvia
05837000,8.089113,-76.72916,,ANTIOQUIA,2022-08-05,00:00,24.0,2.6,181.3,1010.7,22.6,80.0,1.2,0.0,91.9,Nublado - Lluvia
05837000,8.089113,-76.72916,,ANTIOQUIA,2022-08-05,01:00,23.7,3.2,181.3,1010.0,22.5,80.0,1.0,0.0,93.1,Nublado - Lluvia
05837000,8.089113,-76.72916,,ANTIOQUIA,2022-08-05,02:00,23.5,3.5,187.6,1009.3,22.5,95.6,0.8,0.0,93.9,Nublado - Lluvia
05837000,8.089113,-76.72916,,ANTIOQUIA,2022-08-05,03:00,23.4,3.5,181.3,1009.0,22.4,98.7,0.0,0.0,94.3,Nublado
05837000,8.089113,-76.72916,,ANTIOQUIA,2022-08-05,04:00,23.2,3.7,180.8,1009.1,22.3,100.0,0.0,0.0,94.6,Nublado
05837000,8.089113,-76.72916,,ANTIOQUIA,2022-08-05,05:00,23.2,3.8,190.0,1009.2,22.3,100.0,0.0,0.0,94.9,Nublado
05837000,8.089113,-76.72916,,ANTIOQUIA,2022-08-05,06:00,23.1,3.5,180.0,1009.7,22.3,100.0,0.0,0.0,95.2,Nublado
05837000,8.089113,-76.72916,,ANTIOQUIA,2022-08-05,07:00,23.4,3.3,169.5,1010.1,22.6,100.0,0.0,0.0,95.0,Nublado
05837000,8.089113,-76.72916,,ANTIOQUIA,2022-08-05,08:00,24.0,3.4,175.6,1010.8,22.9,100.0,0.0,0.0,93.9,Nublado
05837000,8.089113,-76.72916,,ANTIOQUIA,2022-08-05,09:00,24.7,3.7,185.6,1011.3,23.1,100.0,0.0,0.0,90.6,Nublado
05837000,8.089113,-76.72916,,ANTIOQUIA,2022-08-05,10:00,26.3,3.2,190.0,1011.4,23.0,100.0,0.0,0.0,82.0,Nublado
05837000,8.089113,-76.72916,,ANTIOQUIA,2022-08-05,11:00,27.0,3.1,200.0,1011.0,22.8,100.0,0.2,0.0,78.0,Nublado - Llovizna
05837000,8.089113,-76.72916,,ANTIOQUIA,2022-08-05,12:00,27.7,3.6,206.8,1010.1,22.8,100.0,0.6,0.0,74.7,Nublado - Lluvia
05837000,8.089113,-76.72916,,ANTIOQUIA,2022-08-05,13:00,28.3,3.8,191.3,1008.8,22.6,100.0,1.7,0.0,71.3,Nublado - Lluvia
05837000,8.089113,-76.72916,,ANTIOQUIA,2022-08-05,14:00,28.4,3.4,171.3,1007.8,22.5,93.6,2.2,0.0,70.3,Nublado - Lluvia
05837000,8.089113,-76.72916,,ANTIOQUIA,2022-08-05,15:00,28.3,3.4,161.3,1007.3,22.5,74.4,3.3,30.0,70.8,Parcialmente Nublado - Tormenta Ligera
05837000,8.089113,-76.72916,,ANTIOQUIA,2022-08-05,16:00,27.8,3.6,171.3,1007.1,22.8,70.0,3.4,60.0,74.6,Parcialmente Nublado - Tormenta
05837000,8.089113,-76.72916,,ANTIOQUIA,2022-08-05,17:00,27.2,3.6,180.8,1007.2,23.2,63.6,0.4,0.0,79.2,Parcialmente Nublado - Llovizna
05837000,8.089113,-76.72916,,ANTIOQUIA,2022-08-05,18:00,25.5,3.4,181.3,1007.9,23.4,70.0,0.0,0.0,87.9,Parcialmente Nublado
05837000,8.089113,-76.72916,,ANTIOQUIA,2022-08-05,19:00,24.9,3.2,181.3,1009.0,23.0,74.4,0.5,0.0,89.2,Parcialmente Nublado - Lluvia Fuerte
05837000,8.089113,-76.72916,,ANTIOQUIA,2022-08-05,20:00,24.5,2.8,180.5,1010.1,22.8,100.0,1.8,30.0,90.2,Nublado - Tormenta Ligera
05837000,8.089113,-76.72916,,ANTIOQUIA,2022-08-05,21:00,24.3,3.0,180.0,1010.7,22.8,100.0,0.6,0.0,91.3,Nublado - Lluvia
05837000,8.089113,-76.72916,,ANTIOQUIA,2022-08-05,22:00,23.9,3.1,164.4,1011.3,22.8,100.0,0.8,0.0,93.5,Nublado - Lluvia
05837000,8.089113,-76.72916,,ANTIOQUIA,2022-08-05,23:00,23.7,3.1,181.3,1011.1,22.7,100.0,1.5,0.0,93.8,Nublado - Lluvia
05837000,8.089113,-76.72916,,ANTIOQUIA,2022-08-06,00:00,23.6,3.4,181.3,1010.6,22.6,100.0,0.9,0.0,93.9,Nublado - Lluvia
05837000,8.089113,-76.72916,,ANTIOQUIA,2022-08-06,01:00,23.5,3.2,181.3,1010.1,22.5,100.0,0.3,0.0,94.1,Nublado - Llovizna
05837000,8.089113,-76.72916,,ANTIOQUIA,2022-08-06,02:00,23.4,3.3,181.3,1009.7,22.4,100.0,0.6,0.0,94.4,Nublado - Lluvia
05837000,8.089113,-76.72916,,ANTIOQUIA,2022-08-06,03:00,23.3,3.3,181.3,1009.3,22.4,100.0,1.1,0.0,94.7,Nublado - Lluvia
05837000,8.089113,-76.72916,,ANTIOQUIA,2022-08-06,04:00,23.2,3.2,181.3,1009.0,22.3,100.0,0.9,0.0,94.9,Nublado - Lluvia
05837000,8.089113,-76.72916,,ANTIOQUIA,2022-08-06,05:00,23.0,3.3,190.0,1009.1,22.2,100.0,0.8,0.0,95.1,Nublado - Lluvia
05837000,8.089113,-76.72916,,ANTIOQUIA,2022-08-06,06:00,22.9,3.1,190.0,1009.4,22.1,100.0,0.0,0.0,95.1,Nublado
05837000,8.089113,-76.72916,,ANTIOQUIA,2022-08-06,07:00,23.3,3.2,180.0,1009.9,22.4,100.0,0.0,0.0,94.5,Nublado
05837000,8.089113,-76.72916,,ANTIOQUIA,2022-08-06,08:00,24.0,3.2,175.6,1010.3,22.8,100.0,0.0,0.0,92.7,Nublado
05837000,8.089113,-76.72916,,ANTIOQUIA,2022-08-06,09:00,24.2,3.2,176.4,1010.9,22.8,100.0,0.0,0.0,92.1,Nublado
05837000,8.089113,-76.72916,,ANTIOQUIA,2022-08-06,10:00,26.1,2.8,186.4,1010.8,23.0,100.0,0.0,0.0,82.9,Nublado
05837000,8.089113,-76.72916,,ANTIOQUIA,2022-08-06,11:00,26.7,3.0,206.4,1010.6,23.3,100.0,0.0,0.0,81.7,Nublado
05837000,8.089113,-76.72916,,ANTIOQUIA,2022-08-06,12:00,27.5,3.0,200.8,1009.6,23.2,100.0,0.0,0.0,77.6,Nublado
05837000,8.089113,-76.72916,,ANTIOQUIA,2022-08-06,13:00,27.5,4.0,191.3,1008.9,23.8,100.0,0.3,0.0,80.6,Nublado - Llovizna
05837000,8.089113,-76.72916,,ANTIOQUIA,2022-08-06,14:00,26.8,5.3,191.3,1008.1,24.4,100.0,1.1,0.0,86.7,Nublado - Lluvia
05837000,8.089113,-76.72916,,ANTIOQUIA,2022-08-06,15:00,27.0,6.0,191.3,1007.4,24.0,100.0,0.9,0.0,83.4,Nublado - Lluvia
05837000,8.089113,-76.72916,,ANTIOQUIA,2022-08-06,16:00,26.5,5.9,191.3,1007.1,23.6,100.0,0.7,0.0,83.9,Nublado - Lluvia
05837000,8.089113,-76.72916,,ANTIOQUIA,2022-08-06,17:00,26.2,5.6,191.3,1007.4,23.3,100.0,0.5,0.0,83.9,Nublado - Lluvia
05837000,8.089113,-76.72916,,ANTIOQUIA,2022-08-06,18:00,25.9,6.2,190.8,1008.4,22.9,100.0,0.4,0.0,83.6,Nublado - Llovizna
05837000,8.089113,-76.72916,,ANTIOQUIA,2022-08-06,19:00,25.4,6.0,191.3,1009.3,22.6,100.0,0.0,0.0,84.7,Nublado
05837000,8.089113,-76.72916,,ANTIOQUIA,2022-08-06,20:00,24.8,5.4,191.3,1010.1,22.5,100.0,0.0,0.0,87.2,Nublado
05837000,8.089113,-76.72916,,ANTIOQUIA,2022-08-06,21:00,24.5,5.3,190.0,1010.9,22.5,100.0,0.0,0.0,88.6,Nublado
05837000,8.089113,-76.72916,,ANTIOQUIA,2022-08-06,22:00,23.7,5.1,190.0,1012.0,21.7,100.0,0.0,0.0,88.4,Nublado
05837000,8.089113,-76.72916,,ANTIOQUIA,2022-08-06,23:00,23.5,5.0,200.0,1012.0,21.6,100.0,0.0,0.0,88.9,Nublado
05837000,8.089113,-76.72916,,ANTIOQUIA,2022-08-07,00:00,23.3,5.0,190.0,1011.7,21.5,100.0,0.0,0.0,89.3,Nublado
05837000,8.089113,-76.72916,,ANTIOQUIA,2022-08-07,01:00,23.1,5.0,190.0,1011.0,21.4,100.0,0.0,0.0,90.4,Nublado
05837000,8.089113,-76.72916,,ANTIOQUIA,2022-08-07,02:00,23.0,4.9,181.3,1010.4,21.5,100.0,0.0,0.0,91.7,Nublado

